RFID,SERIAL,SIZE,TYPE,BORN_DATE
120922010239000003128925,0003128925,35,Recycle,5/25/2002
120925132210000003130482,0003130482,35,Recycle,5/26/2002
120922010426000003128926,0003128926,35,Recycle,5/27/2002
120925140402000003130506,0003130506,35,Recycle,5/28/2002
120922172555000003129377,0003129377,35,Recycle,5/29/2002
120925184441000003130638,0003130638,35,Recycle,5/30/2002
120925184211000003130637,0003130637,35,Recycle,5/31/2002
120925135616000003130502,0003130502,35,Recycle,6/1/2002
120925163758000003130579,0003130579,35,Recycle,6/2/2002
120925162246000003130572,0003130572,35,Recycle,6/3/2002
120925162504000003130573,0003130573,35,Recycle,6/4/2002
120925113844000003130439,0003130439,35,Recycle,6/5/2002
120925111342000003130427,0003130427,35,Recycle,6/6/2002
120922144509000003129342,0003129342,35,Recycle,6/7/2002
120924053911000003129915,0003129915,35,Recycle,6/8/2002
120925133314000003130491,0003130491,35,Recycle,6/9/2002
120925133151000003130490,0003130490,35,Recycle,6/10/2002
120920182530000003128167,0003128167,35,Recycle,6/11/2002
120925162133000003130571,0003130571,35,Recycle,6/12/2002
120920182643000003128168,0003128168,35,Recycle,6/13/2002
120814014911000003127493,0003127493,35,Recycle,6/14/2002
120925123209000003130464,0003130464,35,Recycle,6/15/2002
120814013606000003127484,0003127484,35,Recycle,6/16/2002
120925140937000003130508,0003130508,35,Recycle,6/17/2002
120925132421000003130479,0003130479,35,Recycle,6/18/2002
120925114051000003130440,0003130440,35,Recycle,6/19/2002
120925114246000003130441,0003130441,35,Recycle,6/20/2002
120925114502000003130442,0003130442,35,Recycle,6/21/2002
120925163130000003130576,0003130576,35,Recycle,6/22/2002
120925163339000003130577,0003130577,35,Recycle,6/23/2002
120925124236000003130469,0003130469,35,Recycle,6/24/2002
120925135317000003130501,0003130501,35,Recycle,6/25/2002
120925104011000003130410,0003130410,35,Recycle,6/26/2002
120925135047000003130499,0003130499,35,Recycle,6/27/2002
120922144732000003129344,0003129344,35,Recycle,6/28/2002
120925170335000003130591,0003130591,35,Recycle,6/29/2002
120925104956000003130416,0003130416,35,Recycle,6/30/2002
120925104745000003130415,0003130415,35,Recycle,7/1/2002
120925123415000003130465,0003130465,35,Recycle,7/2/2002
120922164525000003129360,0003129360,35,Recycle,7/3/2002
120620101004006512050936,6512050936,64,Recycle,7/4/2002
120621001449006512051367,6512051367,64,Recycle,7/5/2002
120621001827006512051369,6512051369,64,Recycle,7/6/2002
120620100824006512050935,6512050935,64,Recycle,7/7/2002
120621001606006512051368,6512051368,64,Recycle,7/8/2002
040910050143006410004089,6410004089,64,Recycle,7/9/2002
120822052846006412009815,6412009815,64,Recycle,7/10/2002
120821201159006412009487,6412009487,64,Recycle,7/11/2002
120822044922006412009791,6412009791,64,Recycle,7/12/2002
120822044713006412009790,6412009790,64,Recycle,7/13/2002
120822045331006412009793,6412009793,64,Recycle,7/14/2002
120822045216006412009792,6412009792,64,Recycle,7/15/2002
120822015059006412009686,6412009686,64,Recycle,7/16/2002
120807020850006412007456,6412007456,64,Recycle,7/17/2002
120822023954006412009714,6412009714,64,Recycle,7/18/2002
100610155821006410004354,6410004354,64,Recycle,7/19/2002
120822044543006412009789,6412009789,64,Recycle,7/20/2002
120822023100006412009709,6412009709,64,Recycle,7/21/2002
120811210017006412008463,6412008463,64,Recycle,7/22/2002
120925104421000003130413,0003130413,35,Recycle,7/23/2002
120822071839006412009879,6412009879,64,Recycle,7/24/2002
120811205852006412008462,6412008462,64,Recycle,7/25/2002
120811205719006412008461,6412008461,64,Recycle,7/26/2002
120822014945006412009685,6412009685,64,Recycle,7/27/2002
120822052706006412009814,6412009814,64,Recycle,7/28/2002
120822052529006412009813,6412009813,64,Recycle,7/29/2002
120822060247006412009834,6412009834,64,Recycle,7/30/2002
120822015233006412009687,6412009687,64,Recycle,7/31/2002
120822052412006412009812,6412009812,64,Recycle,8/1/2002
120822060349006412009835,6412009835,64,Recycle,8/2/2002
120822024055006412009715,6412009715,64,Recycle,8/3/2002
120822014806006412009684,6412009684,64,Recycle,8/4/2002
120822014615006412009683,6412009683,64,Recycle,8/5/2002
120822053111006412009816,6412009816,64,Recycle,8/6/2002
120822024421006412009717,6412009717,64,Recycle,8/7/2002
120822023220006412009710,6412009710,64,Recycle,8/8/2002
120822023349006412009711,6412009711,64,Recycle,8/9/2002
120822051647006412009807,6412009807,64,Recycle,8/10/2002
120821201327006412009488,6412009488,64,Recycle,8/11/2002
120822053401006412009818,6412009818,64,Recycle,8/12/2002
120821211539006412009524,6412009524,64,Recycle,8/13/2002
120822015632006412009690,6412009690,64,Recycle,8/14/2002
120822054408006412009824,6412009824,64,Recycle,8/15/2002
120822061243006412009841,6412009841,64,Recycle,8/16/2002
120822060656006412009837,6412009837,64,Recycle,8/17/2002
120822024805006412009719,6412009719,64,Recycle,8/18/2002
120822051811006412009808,6412009808,64,Recycle,8/19/2002
120822060502006412009836,6412009836,64,Recycle,8/20/2002
120822053859006412009820,6412009820,64,Recycle,8/21/2002
120822054216006412009823,6412009823,64,Recycle,8/22/2002
120822054107006412009822,6412009822,64,Recycle,8/23/2002
120822053720006412009819,6412009819,64,Recycle,8/24/2002
120822014450006412009682,6412009682,64,Recycle,8/25/2002
120822054009006412009821,6412009821,64,Recycle,8/26/2002
120822060817006412009838,6412009838,64,Recycle,8/27/2002
120807020952006412007457,6412007457,64,Recycle,8/28/2002
120821214725006412009543,6412009543,64,Recycle,8/29/2002
120821214616006412009542,6412009542,64,Recycle,8/30/2002
120821214456006412009541,6412009541,64,Recycle,8/31/2002
120822015519006412009689,6412009689,64,Recycle,9/1/2002
120822015356006412009688,6412009688,64,Recycle,9/2/2002
120822024656006412009718,6412009718,64,Recycle,9/3/2002
120822024249006412009716,6412009716,64,Recycle,9/4/2002
120822072407006412009883,6412009883,64,Recycle,9/5/2002
120822072302006412009882,6412009882,64,Recycle,9/6/2002
120822045908006412009797,6412009797,64,Recycle,9/7/2002
120807021443006412007460,6412007460,64,Recycle,9/8/2002
120807021326006412007459,6412007459,64,Recycle,9/9/2002
120807021110006412007458,6412007458,64,Recycle,9/10/2002
120813190114006412008602,6412008602,64,Recycle,9/11/2002
120822002720006412009637,6412009637,64,Recycle,9/12/2002
120822063031006412009851,6412009851,64,Recycle,9/13/2002
120822072545006412009884,6412009884,64,Recycle,9/14/2002
120822002414006412009635,6412009635,64,Recycle,9/15/2002
120821211613006412009525,6412009525,64,Recycle,9/16/2002
120822002610006412009636,6412009636,64,Recycle,9/17/2002
120822072046006412009881,6412009881,64,Recycle,9/18/2002
120822061108006412009840,6412009840,64,Recycle,9/19/2002
120417045440006412005449,6412005449,64,Recycle,9/20/2002
120822061447006412009842,6412009842,64,Recycle,9/21/2002
120925132300000003130486,0003130486,35,Recycle,9/22/2002
120822051917006412009809,6412009809,64,Recycle,9/23/2002
120822060941006412009839,6412009839,64,Recycle,9/24/2002
120822045606006412009795,6412009795,64,Recycle,9/25/2002
120822045500006412009794,6412009794,64,Recycle,9/26/2002
120822045721006412009796,6412009796,64,Recycle,9/27/2002
120822071947006412009880,6412009880,64,Recycle,9/28/2002
120822053214006412009817,6412009817,64,Recycle,9/29/2002
120822052234006412009811,6412009811,64,Recycle,9/30/2002
120822052112006412009810,6412009810,64,Recycle,10/1/2002
120901212027009512016056,9512016056,96,Recycle,10/2/2002
120822072729006412009885,6412009885,64,Recycle,10/3/2002
020311020535009611011627,9611011627,96,Recycle,10/4/2002
120907101401009612113561,9612113561,96,Recycle,10/5/2002
120907101301009612113560,9612113560,96,Recycle,10/6/2002
120907100925009612113557,9612113557,96,Recycle,10/7/2002
120906215328009612113147,9612113147,96,Recycle,10/8/2002
120907101721009612113563,9612113563,96,Recycle,10/9/2002
120907101602009612113562,9612113562,96,Recycle,10/10/2002
120906215702009612113149,9612113149,96,Recycle,10/11/2002
120902152725009612112507,9612112507,96,Recycle,10/12/2002
120907101134009612113559,9612113559,96,Recycle,10/13/2002
120906215812009612113150,9612113150,96,Recycle,10/14/2002
120906213100009612113134,9612113134,96,Recycle,10/15/2002
120907063920009612113456,9612113456,96,Recycle,10/16/2002
120903154043009612113065,9612113065,96,Recycle,10/17/2002
120906215209009612113146,9612113146,96,Recycle,10/18/2002
120907101920009612113564,9612113564,96,Recycle,10/19/2002
120906215016009612113145,9612113145,96,Recycle,10/20/2002
120907102010009612113439,9612113439,96,Recycle,10/21/2002
120903154542009612113068,9612113068,96,Recycle,10/22/2002
120906220123009612113152,9612113152,96,Recycle,10/23/2002
120906220009009612113151,9612113151,96,Recycle,10/24/2002
120906215443009612113148,9612113148,96,Recycle,10/25/2002
120903154218009612113066,9612113066,96,Recycle,10/26/2002
120903154404009612113067,9612113067,96,Recycle,10/27/2002
120903154815009612113069,9612113069,96,Recycle,10/28/2002
120907101018009612113558,9612113558,96,Recycle,10/29/2002
120903153928009612113064,9612113064,96,Recycle,10/30/2002
120808094611000035124142,0035124142,35,Recycle,10/31/2002
120808094731000035124143,0035124143,35,Recycle,11/1/2002
120808094425000035124141,0035124141,35,Recycle,11/2/2002
120808094945000035124144,0035124144,35,Recycle,11/3/2002
120808095052000035124145,0035124145,35,Recycle,11/4/2002
120922171048000003129369,0003129369,35,Recycle,11/5/2002
120922145908000003129349,0003129349,35,Recycle,11/6/2002
120922140415000003129322,0003129322,35,Recycle,11/7/2002
120922163957000003129361,0003129361,35,Recycle,11/8/2002
120922144917000003129345,0003129345,35,Recycle,11/9/2002
120922171221000003129370,0003129370,35,Recycle,11/10/2002
120925110043000003130421,0003130421,35,Recycle,11/11/2002
120922133652000003129308,0003129308,35,Recycle,11/12/2002
120925110644000003130424,0003130424,35,Recycle,11/13/2002
120920174826000003128149,0003128149,35,Recycle,11/14/2002
120925110445000003130423,0003130423,35,Recycle,11/15/2002
120925142308000003130513,0003130513,35,Recycle,11/16/2002
120925115537000003130447,0003130447,35,Recycle,11/17/2002
120920175334000003128152,0003128152,35,Recycle,11/18/2002
120922122941000003129274,0003129274,35,Recycle,11/19/2002
120922135811000003129319,0003129319,35,Recycle,11/20/2002
120925110226000003130422,0003130422,35,Recycle,11/21/2002
120920163842000003128133,0003128133,35,Recycle,11/22/2002
120920164538000003128136,0003128136,35,Recycle,11/23/2002
120922133821000003129309,0003129309,35,Recycle,11/24/2002
120922134201000003129311,0003129311,35,Recycle,11/25/2002
120925115331000003130446,0003130446,35,Recycle,11/26/2002
120925112809000003130434,0003130434,35,Recycle,11/27/2002
120925112547000003130433,0003130433,35,Recycle,11/28/2002
120922123447000003129277,0003129277,35,Recycle,11/29/2002
120814024204000003127528,0003127528,35,Recycle,11/30/2002
120922145239000003129347,0003129347,35,Recycle,12/1/2002
120925105559000003130419,0003130419,35,Recycle,12/2/2002
120920152347000003128098,0003128098,35,Recycle,12/3/2002
120920151925000003128096,0003128096,35,Recycle,12/4/2002
120925115744000003130448,0003130448,35,Recycle,12/5/2002
120925115946000003130449,0003130449,35,Recycle,12/6/2002
120920153447000003128103,0003128103,35,Recycle,12/7/2002
120920153123000003128102,0003128102,35,Recycle,12/8/2002
120922134415000003129312,0003129312,35,Recycle,12/9/2002
120922133341000003129306,0003129306,35,Recycle,12/10/2002
120922170911000003129368,0003129368,35,Recycle,12/11/2002
120922145120000003129346,0003129346,35,Recycle,12/12/2002
120920183721000003128173,0003128173,35,Recycle,12/13/2002
120814022949000003127521,0003127521,35,Recycle,12/14/2002
120920143239000003128075,0003128075,35,Recycle,12/15/2002
120925141455000003130511,0003130511,35,Recycle,12/16/2002
120925120825000003130453,0003130453,35,Recycle,12/17/2002
120925120639000003130452,0003130452,35,Recycle,12/18/2002
120925120404000003130451,0003130451,35,Recycle,12/19/2002
120922123054000003129275,0003129275,35,Recycle,12/20/2002
120922123649000003129278,0003129278,35,Recycle,12/21/2002
120920152824000003128100,0003128100,35,Recycle,12/22/2002
120920152603000003128099,0003128099,35,Recycle,12/23/2002
120922064532000003129099,0003129099,35,Recycle,12/24/2002
120922170534000003129367,0003129367,35,Recycle,12/25/2002
120920175922000003128155,0003128155,35,Recycle,12/26/2002
120925115151000003130445,0003130445,35,Recycle,12/27/2002
120925105810000003130420,0003130420,35,Recycle,12/28/2002
120922134538000003129313,0003129313,35,Recycle,12/29/2002
120920183445000003128172,0003128172,35,Recycle,12/30/2002
120925113000000003130435,0003130435,35,Recycle,12/31/2002
120920183032000003128170,0003128170,35,Recycle,1/1/2003
120925112357000003130432,0003130432,35,Recycle,1/2/2003
120920183304000003128171,0003128171,35,Recycle,1/3/2003
120925111055000003130426,0003130426,35,Recycle,1/4/2003
120925142124000003130512,0003130512,35,Recycle,1/5/2003
120925112128000003130431,0003130431,35,Recycle,1/6/2003
120920183909000003128174,0003128174,35,Recycle,1/7/2003
120814023308000003127520,0003127520,35,Recycle,1/8/2003
120922065846000003129106,0003129106,35,Recycle,1/9/2003
120922065257000003129103,0003129103,35,Recycle,1/10/2003
120922065436000003129104,0003129104,35,Recycle,1/11/2003
120922170713000003129365,0003129365,35,Recycle,1/12/2003
120925110858000003130425,0003130425,35,Recycle,1/13/2003
120922135330000003129316,0003129316,35,Recycle,1/14/2003
120922070025000003129107,0003129107,35,Recycle,1/15/2003
120920143412000003128076,0003128076,35,Recycle,1/16/2003
120922135020000003129314,0003129314,35,Recycle,1/17/2003
120922134034000003129310,0003129310,35,Recycle,1/18/2003
120922140550000003129323,0003129323,35,Recycle,1/19/2003
120920163409000003128129,0003128129,35,Recycle,1/20/2003
120922140239000003129321,0003129321,35,Recycle,1/21/2003
120920175045000003128151,0003128151,35,Recycle,1/22/2003
120922133457000003129307,0003129307,35,Recycle,1/23/2003
120920174921000003128150,0003128150,35,Recycle,1/24/2003
120922135245000003129315,0003129315,35,Recycle,1/25/2003
120922135440000003129317,0003129317,35,Recycle,1/26/2003
120920175454000003128153,0003128153,35,Recycle,1/27/2003
120920180327000003128157,0003128157,35,Recycle,1/28/2003
120922164833000003129358,0003129358,35,Recycle,1/29/2003
120922065655000003129105,0003129105,35,Recycle,1/30/2003
120920164155000003128130,0003128130,35,Recycle,1/31/2003
120920163632000003128132,0003128132,35,Recycle,2/1/2003
120920163954000003128134,0003128134,35,Recycle,2/2/2003
120922122619000003129272,0003129272,35,Recycle,2/3/2003
120922064921000003129101,0003129101,35,Recycle,2/4/2003
120922122428000003129270,0003129270,35,Recycle,2/5/2003
120925142445000003130514,0003130514,35,Recycle,2/6/2003
120922150024000003129350,0003129350,35,Recycle,2/7/2003
120920184145000003128175,0003128175,35,Recycle,2/8/2003
120920163521000003128131,0003128131,35,Recycle,2/9/2003
120922145439000003129348,0003129348,35,Recycle,2/10/2003
120922122513000003129271,0003129271,35,Recycle,2/11/2003
120925105433000003130418,0003130418,35,Recycle,2/12/2003
120920180134000003128156,0003128156,35,Recycle,2/13/2003
120920175618000003128154,0003128154,35,Recycle,2/14/2003
120925120212000003130450,0003130450,35,Recycle,2/15/2003
120920152133000003128097,0003128097,35,Recycle,2/16/2003
120922122735000003129273,0003129273,35,Recycle,2/17/2003
120922135949000003129320,0003129320,35,Recycle,2/18/2003
120922135555000003129318,0003129318,35,Recycle,2/19/2003
120920153001000003128101,0003128101,35,Recycle,2/20/2003
120922123241000003129276,0003129276,35,Recycle,2/21/2003
120920143612000003128077,0003128077,35,Recycle,2/22/2003
120920153629000003128104,0003128104,35,Recycle,2/23/2003
120922163606000003129359,0003129359,35,Recycle,2/24/2003
120922064650000003129100,0003129100,35,Recycle,2/25/2003
120920162948000003128128,0003128128,35,Recycle,2/26/2003
120920164333000003128135,0003128135,35,Recycle,2/27/2003
120922065130000003129102,0003129102,35,Recycle,2/28/2003
120621024331006512051449,6512051449,64,Recycle,3/1/2003
120621024512006512051450,6512051450,64,Recycle,3/2/2003
120621024639006512051451,6512051451,64,Recycle,3/3/2003
120621023407006512051443,6512051443,64,Recycle,3/4/2003
120622075708006512051500,6512051500,64,Recycle,3/5/2003
120621023521006512051444,6512051444,64,Recycle,3/6/2003
120621024222006512051448,6512051448,64,Recycle,3/7/2003
120621023951006512051447,6512051447,64,Recycle,3/8/2003
120621023642006512051445,6512051445,64,Recycle,3/9/2003
120621023840006512051446,6512051446,64,Recycle,3/10/2003
120821214016006412009538,6412009538,64,Recycle,3/11/2003
120822082153006412009917,6412009917,64,Recycle,3/12/2003
120821202509006412009495,6412009495,64,Recycle,3/13/2003
120821212620006412009531,6412009531,64,Recycle,3/14/2003
120821211958006412009527,6412009527,64,Recycle,3/15/2003
120821201915006412009491,6412009491,64,Recycle,3/16/2003
120822134248006412010094,6412010094,64,Recycle,3/17/2003
120821211755006412009526,6412009526,64,Recycle,3/18/2003
120822064231006412009858,6412009858,64,Recycle,3/19/2003
120822003638006412009642,6412009642,64,Recycle,3/20/2003
120821235925006412009621,6412009621,64,Recycle,3/21/2003
120821211516006412009523,6412009523,64,Recycle,3/22/2003
120821213525006412009536,6412009536,64,Recycle,3/23/2003
120822081452006412009912,6412009912,64,Recycle,3/24/2003
120822081946006412009915,6412009915,64,Recycle,3/25/2003
120821202025006412009492,6412009492,64,Recycle,3/26/2003
120821213203006412009534,6412009534,64,Recycle,3/27/2003
120822064011006412009857,6412009857,64,Recycle,3/28/2003
120822063741006412009855,6412009855,64,Recycle,3/29/2003
120822081700006412009914,6412009914,64,Recycle,3/30/2003
120821213830006412009537,6412009537,64,Recycle,3/31/2003
120821215149006412009546,6412009546,64,Recycle,4/1/2003
120822081239006412009906,6412009906,64,Recycle,4/2/2003
120821235614006412009619,6412009619,64,Recycle,4/3/2003
120821195858006412009479,6412009479,64,Recycle,4/4/2003
120821195717006412009478,6412009478,64,Recycle,4/5/2003
120821212123006412009528,6412009528,64,Recycle,4/6/2003
120821200838006412009485,6412009485,64,Recycle,4/7/2003
120821212851006412009532,6412009532,64,Recycle,4/8/2003
120821201743006412009490,6412009490,64,Recycle,4/9/2003
120822003509006412009641,6412009641,64,Recycle,4/10/2003
120822081419006412009898,6412009898,64,Recycle,4/11/2003
120821214127006412009539,6412009539,64,Recycle,4/12/2003
120822133621006412010090,6412010090,64,Recycle,4/13/2003
120821200130006412009481,6412009481,64,Recycle,4/14/2003
120821200452006412009483,6412009483,64,Recycle,4/15/2003
120821201002006412009486,6412009486,64,Recycle,4/16/2003
120822133926006412010092,6412010092,64,Recycle,4/17/2003
120822082752006412009918,6412009918,64,Recycle,4/18/2003
120821212955006412009533,6412009533,64,Recycle,4/19/2003
120821200310006412009482,6412009482,64,Recycle,4/20/2003
120821215006006412009545,6412009545,64,Recycle,4/21/2003
120821200008006412009480,6412009480,64,Recycle,4/22/2003
120821215337006412009547,6412009547,64,Recycle,4/23/2003
120821214850006412009544,6412009544,64,Recycle,4/24/2003
120822134749006412010097,6412010097,64,Recycle,4/25/2003
120821215518006412009548,6412009548,64,Recycle,4/26/2003
120822111312006412010005,6412010005,64,Recycle,4/27/2003
120822134604006412010096,6412010096,64,Recycle,4/28/2003
120821214237006412009540,6412009540,64,Recycle,4/29/2003
120821201521006412009489,6412009489,64,Recycle,4/30/2003
120822002915006412009638,6412009638,64,Recycle,5/1/2003
120821212304006412009529,6412009529,64,Recycle,5/2/2003
120822003223006412009640,6412009640,64,Recycle,5/3/2003
120822081138006412009910,6412009910,64,Recycle,5/4/2003
120822081530006412009904,6412009904,64,Recycle,5/5/2003
120822000421006412009624,6412009624,64,Recycle,5/6/2003
120822000125006412009622,6412009622,64,Recycle,5/7/2003
120821202203006412009493,6412009493,64,Recycle,5/8/2003
120822082927006412009921,6412009921,64,Recycle,5/9/2003
120822134425006412010095,6412010095,64,Recycle,5/10/2003
120821213429006412009535,6412009535,64,Recycle,5/11/2003
120822063857006412009856,6412009856,64,Recycle,5/12/2003
120822003030006412009639,6412009639,64,Recycle,5/13/2003
120822003821006412009643,6412009643,64,Recycle,5/14/2003
120822082431006412009916,6412009916,64,Recycle,5/15/2003
111610123841006410004552,6410004552,64,Recycle,5/16/2003
120822072950006412009886,6412009886,64,Recycle,5/17/2003
120822133737006412010091,6412010091,64,Recycle,5/18/2003
120822081602006412009913,6412009913,64,Recycle,5/19/2003
120822133511006412010089,6412010089,64,Recycle,5/20/2003
120821200628006412009484,6412009484,64,Recycle,5/21/2003
120821235403006412009617,6412009617,64,Recycle,5/22/2003
120822063525006412009854,6412009854,64,Recycle,5/23/2003
120822134107006412010093,6412010093,64,Recycle,5/24/2003
120821215658006412009549,6412009549,64,Recycle,5/25/2003
120822081344006412009911,6412009911,64,Recycle,5/26/2003
120822000640006412009625,6412009625,64,Recycle,5/27/2003
120822000248006412009623,6412009623,64,Recycle,5/28/2003
120821202327006412009494,6412009494,64,Recycle,5/29/2003
120822082603006412009919,6412009919,64,Recycle,5/30/2003
120822064516006412009860,6412009860,64,Recycle,5/31/2003
120822064353006412009859,6412009859,64,Recycle,6/1/2003
120822083317006412009923,6412009923,64,Recycle,6/2/2003
120822083051006412009922,6412009922,64,Recycle,6/3/2003
120822082705006412009920,6412009920,64,Recycle,6/4/2003
120902034415009512016259,9512016259,96,Recycle,6/5/2003
120901211403009512016052,9512016052,96,Recycle,6/6/2003
120902034626009512016260,9512016260,96,Recycle,6/7/2003
120901211710009512016054,9512016054,96,Recycle,6/8/2003
120901212208009512016057,9512016057,96,Recycle,6/9/2003
120902033920009512016256,9512016256,96,Recycle,6/10/2003
120902034230009512016258,9512016258,96,Recycle,6/11/2003
120901212548009512016059,9512016059,96,Recycle,6/12/2003
120901212413009512016058,9512016058,96,Recycle,6/13/2003
120902034047009512016257,9512016257,96,Recycle,6/14/2003
120901211528009512016053,9512016053,96,Recycle,6/15/2003
120907064125009612113457,9612113457,96,Recycle,6/16/2003
120906223735009612113173,9612113173,96,Recycle,6/17/2003
120907083415009612113524,9612113524,96,Recycle,6/18/2003
120907035744009612113360,9612113360,96,Recycle,6/19/2003
071410114910009610009642,9610009642,96,Recycle,6/20/2003
120907083743009612113526,9612113526,96,Recycle,6/21/2003
110110193941009610005529,9610005529,96,Recycle,6/22/2003
120907035919009612113361,9612113361,96,Recycle,6/23/2003
120906224121009612113176,9612113176,96,Recycle,6/24/2003
120906223848009612113174,9612113174,96,Recycle,6/25/2003
120907082813009612113520,9612113520,96,Recycle,6/26/2003
120906223450009612113171,9612113171,96,Recycle,6/27/2003
120907083645009612113525,9612113525,96,Recycle,6/28/2003
120903155956009612113076,9612113076,96,Recycle,6/29/2003
120907083050009612113522,9612113522,96,Recycle,6/30/2003
120903160112009612113077,9612113077,96,Recycle,7/1/2003
120903160307009612113078,9612113078,96,Recycle,7/2/2003
120903153707009612113063,9612113063,96,Recycle,7/3/2003
120906223603009612113172,9612113172,96,Recycle,7/4/2003
120907083247009612113523,9612113523,96,Recycle,7/5/2003
120903153510009612113061,9612113061,96,Recycle,7/6/2003
071110062259009610008166,9610008166,96,Recycle,7/7/2003
120907064250009612113458,9612113458,96,Recycle,7/8/2003
120907082911009612113521,9612113521,96,Recycle,7/9/2003
120903155836009612113075,9612113075,96,Recycle,7/10/2003
120813005925000003126848,0003126848,35,Recycle,7/11/2003
120920133853000003128050,0003128050,35,Recycle,7/12/2003
120920134325000003128052,0003128052,35,Recycle,7/13/2003
120920133625000003128048,0003128048,35,Recycle,7/14/2003
120925175743000003130616,0003130616,35,Recycle,7/15/2003
120920094222000003127939,0003127939,35,Recycle,7/16/2003
120920093450000003127935,0003127935,35,Recycle,7/17/2003
120920092821000003127931,0003127931,35,Recycle,7/18/2003
120920093049000003127933,0003127933,35,Recycle,7/19/2003
120920100819000003127952,0003127952,35,Recycle,7/20/2003
120925121136000003130454,0003130454,35,Recycle,7/21/2003
120920154204000003128106,0003128106,35,Recycle,7/22/2003
120920114022000003127995,0003127995,35,Recycle,7/23/2003
120920154048000003128105,0003128105,35,Recycle,7/24/2003
120920092932000003127932,0003127932,35,Recycle,7/25/2003
120920114225000003127996,0003127996,35,Recycle,7/26/2003
120813005447000003126845,0003126845,35,Recycle,7/27/2003
120814012922000003127480,0003127480,35,Recycle,7/28/2003
120925142727000003130516,0003130516,35,Recycle,7/29/2003
120920155743000003128114,0003128114,35,Recycle,7/30/2003
120813235903000003127418,0003127418,35,Recycle,7/31/2003
120814024320000003127529,0003127529,35,Recycle,8/1/2003
120920161052000003128120,0003128120,35,Recycle,8/2/2003
120920161216000003128121,0003128121,35,Recycle,8/3/2003
120920104458000003127966,0003127966,35,Recycle,8/4/2003
120920104239000003127964,0003127964,35,Recycle,8/5/2003
120920104351000003127965,0003127965,35,Recycle,8/6/2003
120920162725000003127922,0003127922,35,Recycle,8/7/2003
120920162601000003128127,0003128127,35,Recycle,8/8/2003
120813235541000003127415,0003127415,35,Recycle,8/9/2003
120920133737000003128049,0003128049,35,Recycle,8/10/2003
120920102926000003127956,0003127956,35,Recycle,8/11/2003
120920101137000003127953,0003127953,35,Recycle,8/12/2003
120925151138000003130538,0003130538,35,Recycle,8/13/2003
120925151351000003130539,0003130539,35,Recycle,8/14/2003
120925151509000003130540,0003130540,35,Recycle,8/15/2003
120920162035000003128125,0003128125,35,Recycle,8/16/2003
120920103101000003127957,0003127957,35,Recycle,8/17/2003
120920101303000003127954,0003127954,35,Recycle,8/18/2003
120813235453000003127414,0003127414,35,Recycle,8/19/2003
120920134751000003128054,0003128054,35,Recycle,8/20/2003
120920100636000003127951,0003127951,35,Recycle,8/21/2003
120920103523000003127959,0003127959,35,Recycle,8/22/2003
120920093611000003127936,0003127936,35,Recycle,8/23/2003
120920115551000003128002,0003128002,35,Recycle,8/24/2003
120920115219000003128000,0003128000,35,Recycle,8/25/2003
120920114905000003127999,0003127999,35,Recycle,8/26/2003
120920160450000003128118,0003128118,35,Recycle,8/27/2003
120920103814000003127961,0003127961,35,Recycle,8/28/2003
120920162306000003128126,0003128126,35,Recycle,8/29/2003
120814024409000003127530,0003127530,35,Recycle,8/30/2003
120920093732000003127937,0003127937,35,Recycle,8/31/2003
120920094111000003127938,0003127938,35,Recycle,9/1/2003
120814013337000003127483,0003127483,35,Recycle,9/2/2003
120920100528000003127950,0003127950,35,Recycle,9/3/2003
120920103349000003127958,0003127958,35,Recycle,9/4/2003
120920093234000003127934,0003127934,35,Recycle,9/5/2003
120920113848000003127994,0003127994,35,Recycle,9/6/2003
120920161558000003128123,0003128123,35,Recycle,9/7/2003
120920161724000003128124,0003128124,35,Recycle,9/8/2003
120920101457000003127955,0003127955,35,Recycle,9/9/2003
120925121500000003130456,0003130456,35,Recycle,9/10/2003
120920160858000003128119,0003128119,35,Recycle,9/11/2003
120813010315000003126851,0003126851,35,Recycle,9/12/2003
120814012713000003127478,0003127478,35,Recycle,9/13/2003
120920115403000003128001,0003128001,35,Recycle,9/14/2003
120920114635000003127998,0003127998,35,Recycle,9/15/2003
120920134021000003128051,0003128051,35,Recycle,9/16/2003
120813010535000003126844,0003126844,35,Recycle,9/17/2003
120920104022000003127962,0003127962,35,Recycle,9/18/2003
120920104130000003127963,0003127963,35,Recycle,9/19/2003
120814012824000003127479,0003127479,35,Recycle,9/20/2003
120814013041000003127481,0003127481,35,Recycle,9/21/2003
120925121255000003130455,0003130455,35,Recycle,9/22/2003
120920100435000003127949,0003127949,35,Recycle,9/23/2003
120925142607000003130515,0003130515,35,Recycle,9/24/2003
120920134920000003128055,0003128055,35,Recycle,9/25/2003
120920135104000003128056,0003128056,35,Recycle,9/26/2003
120920103640000003127960,0003127960,35,Recycle,9/27/2003
120813235656000003127416,0003127416,35,Recycle,9/28/2003
120813005555000003126846,0003126846,35,Recycle,9/29/2003
120920155431000003128113,0003128113,35,Recycle,9/30/2003
120920155946000003128115,0003128115,35,Recycle,10/1/2003
120920114430000003127997,0003127997,35,Recycle,10/2/2003
120920160322000003128117,0003128117,35,Recycle,10/3/2003
120920160149000003128116,0003128116,35,Recycle,10/4/2003
120814000028000003127419,0003127419,35,Recycle,10/5/2003
